"Timestamp","How large is your organization?","What industry do you work in?","What type of team do to work on?","How well do you understand Prometheus? [Libraries]","How well do you understand Prometheus? [Formats]","How well do you understand Prometheus? [Server configuration]","How well do you understand Prometheus? [PromQL]","How familiar are you with OpenTelemetry? [Libraries]","How familiar are you with OpenTelemetry? [OTLP]","How familiar are you with OpenTelemetry? [Collector]","How familiar are you with OpenTelemetry? [Operator]","Which of the following instrumentation libraries or tools are you using (select all that apply):","Which of the following OpenTelemetry components are you using to deliver metrics to your backend (select all that apply):","Which of the following are you using to store metrics (select all that apply):","Which query language are you using to query metrics (select all that apply):","Which of these have you done in the past 6 months (select all that apply):","How easy have you found it to use OpenTelemetry with Prometheus?","How confusing have you found the translation between OpenTelemetry metrics and Prometheus metrics?","What have been the biggest challenges you’ve faced using OpenTelemetry with Prometheus?","What would you like to see changed or improved with OpenTelemetry’s Prometheus support?","OpenTelemetry defines the HTTP server histogram metric as http.server.request.duration, with a unit of seconds (s). Suppose you are writing a query for the 95th percentile of the same HTTP metric. Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Suppose you’ve defined your own OpenTelemetry metric in Go to track how far your robot has traveled:

counter, _ := meter.Float64ObservableCounter(""robot.distance.traveled"",
       metric.WithUnit(""mm"")
   )
   // Call counter.Add() each time the robot moves.

Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Imagine you know that your node’s OpenTelemetry instrumentation defines a node.time metric, but you don’t remember its unit. Someone complains about a flaky alert, so you open a YAML file with your alert configuration. Which of the following you prefer the most (select all that apply):","Which of the following describes your opinion on units in metric names (select one):","Which of the following describes your opinion on dots vs underscores in metric names (select one):"
"2024/05/24 8:55:47 AM AST","100-1,000","Technology","SRE","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Configured collection or routing of metrics","4","5","One of the biggest challenges we've faced using OpenTelemetry with Prometheus is obtaining valid latency values from the OpenTelemetry endpoint, as the values reported in Prometheus do not match those in Jaeger, making validation difficult. Additionally, we have struggled to implement effective alerting to Microsoft Teams using Prometheus Alertmanager because the OpenTelemetry data lacks the necessary span IDs and other required labels and fields. These issues have hindered our ability to accurately monitor and alert on system performance.","I would like to see improvements in the accuracy and consistency of latency values reported by the OpenTelemetry endpoint. Additionally, enhancing support for alerting integration with Prometheus Alertmanager, by ensuring the availability of necessary identifiers like span IDs and other required labels and fields in the OpenTelemetry data, would greatly improve our ability to monitor and alert on system performance effectively. We aiming to utilize OpenTelemetry to monitor our application endpoints and implement alerting functionality based on predefined latency thresholds. If any endpoint exceeds these defined latency values, we expect the system to trigger an alert to Microsoft Teams. This proactive approach will enable us to promptly identify and address issues related to specific application endpoints, ensuring optimal performance and user experience.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/25 1:02:01 AM AST","100-1,000","Technology","SRE","Expert","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","3","Mapping concepts ","GO SDK","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/25 11:36:31 AM AST","50-100","Technology","DevOps","Expert","Expert","Expert","Somewhat familiar","Expert","Expert","Expert","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","4","1","Mainly updating services to export OTLP metrics and not just prometheus metrics and the shift in mentality for pushing metrics to the OTEL Collector and then to Prometheus.","*  It would be great to have migration guides for Devs from prometheus client libraries over to opentelemetry
*  It would be great if Prometheus natively supported OTLP metrics using push based mechanisms without it being behind an experimental flag (using it in production so not a deal breaker) 
*  It would be great if Prometheus could receive OTLP metrics over GRPC
*  It would also be great if Prometheus could store OTLP metrics using the OTLP naming conventions","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_total""}[5m]);rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/26 11:21:29 AM AST","0-50","Technology","Dev","Not at all familiar","Not at all familiar","Somewhat familiar","Not at all familiar","Somewhat familiar","Not at all familiar","Not at all familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter)","None of the Above","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application","5","5","The architectural complexities with the difficulty to find the documentation explaining it.","The improved documentation itself.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/27 1:10:12 AM AST","0-50","Financial","Dev","Expert","Expert","Expert","Expert","Somewhat familiar","Expert","Somewhat familiar","Expert","OpenTelemetry Trace Client Libraries","None of the Above","The Prometheus Server","A different open source query language (specify what under Other)","Created or edited a dashboard for displaying metrics","1","1","Easy","Easy","histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names, but base units (seconds, meters, etc.) should be required.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/27 6:44:33 AM AST",">1,000","Manufacturing","DevOps","Somewhat familiar","Not at all familiar","Not at all familiar","Somewhat familiar","Expert","Somewhat familiar","Expert","Not at all familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","2","4","Understanding the difference between resources and labels in prometheus","Nothing","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate({""robot.distance.traveled""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/29 12:19:58 AM AST",">1,000","Financial","Dev","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics","2","3","Naming, conventions","Adopt make otel naming","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate({""robot.distance.traveled""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","I don’t care, but don’t modify metric names.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/30 8:41:51 PM AST","0-50","Aerospace","Platform engineering","Expert","Expert","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents;Allowed on me jamshadbhtti@gmail.com","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Language SDK Prometheus bridges;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion;None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","PromQL;SQL;A vendor-specific query language (specify what under Other);A different open source query language (specify what under Other);All members welcome anytime membership best work for the world","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","5","5","I'm sure you are welcome anytime membership best friend request on All member login","I'm jamshad bhatti call me wining price send me your contact information visa and tigat","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m]);rate({""robot.distance.traveled_total""}[5m]);rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/30 8:46:00 PM AST","0-50","Technology","Platform engineering","Expert","Expert","Expert","Expert","Expert","Expert","Expert","Expert","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents;Best work for the world","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Language SDK Prometheus bridges;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion;None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","PromQL;SQL;A vendor-specific query language (specify what under Other);A different open source query language (specify what under Other);By the world travel me wining price","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","2","I'm sure you are welcome anytime membership but I am now money option me account some follow me on All member","Best work for the world travel","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m]);rate({""robot.distance.traveled_total""}[5m]);rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/31 4:55:41 PM AST","100-1,000","Technology","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics","4","3","Initial implementation of the operator with target allocator","Semantic convention broader adoption","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate({""robot.distance.traveled_total""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/31 10:54:48 PM AST",">1,000","Technology","Observability","Expert","Expert","Expert","Expert","Somewhat familiar","Somewhat familiar","Expert","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Language SDK Prometheus bridges;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL;SQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","3","Documentation and API ","REST API's","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled""}[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
