Timestamp,How large is your engineering organization or department? ,What industry do you work in?,What type of team do you work on?,Do you work for an Observability or APM (monitoring) vendor?,Are you running OpenTelemetry in Production?,Where in your Observability journey is your organization?,Where did you get your day 1 information on getting started with OpenTelemetry? (Select all that apply),Do you use OpenTelemetry SDK directly or via vendor SDK of the languages you use?,What environments are you using the OpenTelemetry collector? (select all that apply),Which collector distribution do you use? ,What programming languages are you using with OpenTelemtery? (select all that apply),Which platforms are you running OpenTelemety on? (select all that apply),What kind of service do you regularly work on? (select all that apply),How complex was it to manually instrument your application with OpenTelemetry?,Did you encounter any issues when manually instrumenting your application?,How complex was it to get started with OpenTelemetry SDK? (skip if you don't use),Did you encounter any issues when installing OpenTelemetry SDK in your application? (select all that apply),How complex was it to get started with auto-instrumentation? (skip if you don't use),Did you encounter any issues when using auto-instrumentation in your application? (select all that apply),How complex was it to get started operating the OpenTelemetry Collector?,Did you encounter any issues when operating the OpenTelemetry Collector? (select all that apply or skip if you don't use a Collector),"What could be changed to improve the developer experience? For example:
- Installation of the SDK for the first time 
- Debugging instrumentation
- Setting up telemetry pipelines using the Collector
- Getting telemetry out of your application
- Configuring and using resource detectors
- Troubleshooting problems during SDK setup
- Configuring instrumentation
- Too difficult to adopt OpenTelemery for all signals (tracing, metrics, logs)"
1/20/2025 8:07:58,0-50,Retail,Developer,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Self research, docs, AI",Official OpenTelemetry SDK,Production,OTel Collector core (otel/opentelemetry-collector),"Erlang/Elixir, Rust","AWS, GCP",Backend,4,"Documentation was unclear, Context Propagation, Using Tracing API",5,"Documentation was unclear, Configuring SDK, Exporting data",5,"Documentation was unclear, Configuring SDK",,Configuring to export to vendor,Documentation 
1/20/2025 10:32:16,50-100,Technology,Developer,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page",Official OpenTelemetry SDK,"Local, Production",Don't know,Erlang/Elixir,Kubernetes,Backend,3,Documentation was unclear,3,"Installing instrumentation libraries and plugins, Debugging",2,Na,,,"Breaking changes in attribute names between otel versions makes upgrading difficult. Breaking changes in the erlrang/elixir sdk cause issues when clients depend on different versions and libraries can't co-exist.

Overall it has been a good experience "
1/20/2025 10:40:39,50-100,Finance,SRE,No,Yes,Intermediate - We are setting up an Observability practice,"Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,Datadog agent,"Erlang/Elixir, Javascript/Typescript","Kubernetes, AWS","Browser, Backend",2,Configuring logging bridge,2,Debugging,,Nothing,,,Debugging attributes from libraries and integrating them with the vendor (datadog)
1/20/2025 12:23:58,100-1000,other,SRE,No,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Java, Python, Kotlin","AWS, VMs","Mobile, Backend, Operations/Infrastructure",3,Documentation was unclear,1,"Too many steps required, Configuring SDK",1,no issues,2,No issues,Possibility to change the configuration of the Otel Zero-code Agents runtime without restarting the processes.
1/20/2025 14:35:34,100-1000,Retail,Developer,No,Yes,Intermediate - We are setting up an Observability practice,Vendor documentation,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,Javascript/Typescript,"AWS serverless environments (Lambda, Fargate, etc.)",Backend,5,"Documentation was unclear, Context Propagation, Using Tracing API, Configuring resource detectors",4,"Installing instrumentation libraries and plugins, Getting correct dependencies ",5,"Disabling specific instrumentation libraries, Configuring SDK, Installing instrumentation libraries, Installing plugins",3,Configuring to export to vendor,More examples to cover the many different ways it can be used.
1/21/2025 4:16:50,>1000,Technology,Observability,Yes,No,Beginner - Learning about observability / Have used monitoring tools,"OpenTelemetry Website, Language implementation documentation page",I don’t know,Test/Staging,Dynatrace Collector,"Javascript/Typescript, Python","Kubernetes, VMs","Browser, Operations/Infrastructure",3,"Documentation was unclear, Context Propagation",2,"Documentation was unclear, Too many steps required",2,"Documentation was unclear, Too many steps required, Installing instrumentation libraries, Debugging",3,"Documentation was unclear, Configuring the receivers, Configuring the processors",doc needs more clearer and the OTel is deployment & instrumentation should be made easier 
1/21/2025 12:07:19,50-100,Technology,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,Language implementation documentation page,Official OpenTelemetry SDK,"Test/Staging, Production",Grafana Alloy,".NET, Java, Javascript/Typescript, Python",Nomad,"Browser, Backend, Operations/Infrastructure",2,"Enriching auto-generated telemetry, Configuring logging bridge",3,Configuring SDK,2,Debugging,2,No issues,Troubleshooting problems during SDK setup
1/21/2025 15:45:17,50-100,Retail,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page",Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-k8s (otel/opentelemetry-collector-k8s),"Go, Python","Kubernetes, AWS","Mobile, Browser, Backend, Operations/Infrastructure",4,"Documentation was unclear, Context Propagation, Configuring logging bridge",4,"Documentation was unclear, Debugging, Exporting data",2,N/A,3,Configuring the extensions,More in depth docs and examples showing how to use the SDK programatically including things like e.g. baggage propagation that don’t come out of the box but most people would probably want to set up 
1/21/2025 16:41:45,50-100,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Javascript/Typescript, Python","Kubernetes, GCP",Backend,5,"Documentation was unclear, Enriching auto-generated telemetry, Using Tracing API, Using Metrics API, Configuring resource detectors",5,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Debugging, Exporting data",5,"Configuring SDK, Installing instrumentation libraries",,,Better documentation of the contrib ecosystem. Less SDK churn.
1/21/2025 19:45:46,100-1000,Advertisement,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Custom OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-k8s (otel/opentelemetry-collector-k8s),PHP,Kubernetes,Backend,2,Context Propagation,3,Documentation was unclear,2,Debugging,3,Configuring the processors,"Too difficult to adopt OpenTelemery for all signals (tracing, metrics, logs)"
1/22/2025 0:01:45,100-1000,Technology,Observability,Yes,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Go, Java, Python",Kubernetes,Backend,2,"Documentation was unclear, Context Propagation, Using Tracing API, Using Metrics API, Configuring logging bridge",2,"Installing instrumentation libraries and plugins, Debugging",2,Installing instrumentation libraries,2,"Documentation was unclear, Using OpenTelemetry Collector Transforming Language (OTTL)","Too difficult to adopt OpenTelemery for all signals (tracing, metrics, logs)"
1/22/2025 16:01:01,0-50,Advertisement,Developer,No,No,Intermediate - We are setting up an Observability practice,"Language implementation documentation page, Vendor documentation, Prior experience",Official OpenTelemetry SDK,"Local, Test/Staging",AWS ADOT,Erlang/Elixir,"AWS, AWS serverless environments (Lambda, Fargate, etc.)",Backend,3,Understanding best practices,2,Understanding required config for my needs,,Not supported,3,No issues,Best practices should be language specific. Otel metrics and logs arent supported by elixir. And auto instrumentation isnt supported.
1/23/2025 4:21:48,0-50,Technology,Developer,No,Yes,Expert - We have a well-established Observability practice,"Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),.NET,"Kubernetes, Docker Swarm",Backend,2,"Documentation was unclear, Enriching auto-generated telemetry, Configuring resource detectors",2,Documentation was unclear,2,"Documentation was unclear, Disabling specific instrumentation libraries, Debugging",1 (very easy),,Configuring instrumentation
1/23/2025 8:14:05,>1000,Healthcare,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector OTLP Distro (otel/opentelemetry-collector-otlp),Java,Azure,Browser,2,"Documentation was unclear, Enriching auto-generated telemetry, Context Propagation, Using Tracing API, Using Metrics API, Configuring logging bridge, Configuring resource detectors",5,"Documentation was unclear, Too many steps required",5,"Documentation was unclear, Too many steps required",2,Documentation was unclear,Better documentation will help. There are are a lot of things to configure where one can go wrong.
1/25/2025 3:58:29,>1000,Media,Observability,Yes,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub, Vendor documentation",Custom OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Go, Java, Javascript/Typescript, Python","Kubernetes, AWS, AWS serverless environments (Lambda, Fargate, etc.)","Browser, Backend, Operations/Infrastructure",4,Enriching auto-generated telemetry,4,"Installing instrumentation libraries and plugins, Debugging",2,Installing instrumentation libraries,4,"Configuring the connectors, Configuring the extensions, Configuring to export to vendor",Sincerely this is a journey that I continue exploring! So I want first go in deep around of opentelemetry then help to improve to this adoption for my whole company and projects! 
1/26/2025 20:38:47,>1000,Media,Sales Engineering,Yes,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,Production,Custom build (ocb),Java,Kubernetes,Mobile,1,Using Tracing API,1,Exporting data,1,Configuring SDK,1 (very easy),Configuring to export to vendor,Fodboldbane 
1/27/2025 6:11:16,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,Grafana Alloy,"Go, Java, Python","Kubernetes, Bare metal","Backend, Operations/Infrastructure",2,"Context Propagation, Configuring logging bridge",3,Installing instrumentation libraries and plugins,,not relevant,,,"Debugging for certain. Other than that, go sdk is unfortunately bloated and it would be nice to get the ability to work with custom contexts in golang as opposed to having to do a huge refactor of legacy code"
1/28/2025 2:09:20,0-50,Technology,DevOps,No,No,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),Python,VMs,"Backend, Operations/Infrastructure",2,"Documentation was unclear, Context Propagation, Using Metrics API, Configuring logging bridge",2,"Documentation was unclear, Configuring SDK",,didn't used,2,"Documentation was unclear, Configuring the receivers, Configuring to export to vendor",Minimal code example for setting up pipeline with collector (demo is great but it doesn't explain the relation between code and otel config file)
1/28/2025 18:14:45,>1000,Technology,Observability,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,Production,OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Python",Kubernetes,"Backend, Operations/Infrastructure",4,"Documentation was unclear, Context Propagation, Using Tracing API, Using Metrics API",5,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins",,I don't use it,3,"Documentation was unclear, Configuring the receivers, configuring prometheus remote write exporter, errors can be cryptic",open telemetry-demo is not showcasing the latest tech/approaches for each language
1/28/2025 23:45:03,>1000,Technology,DevOps,No,No,Beginner - Learning about observability / Have used monitoring tools,OpenTelemetry Website,Official OpenTelemetry SDK,Test/Staging,No OpenTelemetry collector,"Go, Java, Python","Kubernetes, VMs","Browser, Operations/Infrastructure",3,Documentation was unclear,3,Documentation was unclear,3,Documentation was unclear,3,Documentation was unclear,Debugging instrumentation
1/29/2025 6:41:01,>1000,Technology,Observability,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),Go,Kubernetes,"Backend, Operations/Infrastructure",3,Context Propagation,3,Configuring SDK,,NA,1 (very easy),No issues,Instrumentation 
1/29/2025 8:52:58,0-50,Technology,Platform Engineering,Yes,Yes,Intermediate - We are setting up an Observability practice,Vendor documentation,Vendor OpenTelemetry SDK,We don’t use the OpenTelemetry collector,Grafana Alloy,"Go, Rust","Kubernetes, AWS serverless environments (Lambda, Fargate, etc.), Bare metal","Backend, Operations/Infrastructure",4,"Documentation was unclear, Enriching auto-generated telemetry, Context Propagation, Using Tracing API, Using Metrics API, Configuring logging bridge, Configuring resource detectors",4,"Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Debugging, Exporting data",4,"Too many steps required, Disabling specific instrumentation libraries, Configuring SDK, Installing instrumentation libraries, Installing plugins, Debugging",3,"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL)",Better DX on how to get started but still be able to go down and customize as needed
1/29/2025 9:31:27,50-100,Finance,Developer,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, Vendor documentation",Vendor OpenTelemetry SDK,"Test/Staging, Production",Azure ,.NET,"Kubernetes, Azure, Azure serverless environments (Functions, Azure Container Apps, etc.)",Backend,4,"Documentation was unclear, Enriching auto-generated telemetry",4,"Configuring SDK, Installing instrumentation libraries and plugins",3,"Documentation was unclear, Configuring SDK",2,No issues,"Microsoft integration is still in beta, some integrations need opt -in which isn't well documented."
1/29/2025 9:48:32,100-1000,Retail,SRE,No,Yes,Expert - We have a well-established Observability practice,Language implementation documentation page,Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Go, Java, Javascript/Typescript, Python, Swift","Kubernetes, VMs, CloudFoundry","Mobile, Browser, Backend, Operations/Infrastructure",2,Enriching auto-generated telemetry,3,"Documentation was unclear, Configuring SDK",2,Disabling specific instrumentation libraries,2,"Configuring the processors, Configuring the connectors, Using OpenTelemetry Collector Transforming Language (OTTL)",Better OTTL documentation. Having basic examples is nice but having more real world examples for pipeline transformations and structuring multiple pipelines for performance reasons would have been very helpful. Same with language specifics I find examples to trump documentation especially when the documentation is telling you directions and telling you the why’s.
1/29/2025 9:57:04,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Vendor documentation",Vendor OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,.NET,"Azure serverless environments (Functions, Azure Container Apps, etc.)","Browser, Backend, Operations/Infrastructure",2,"Documentation was unclear, Context Propagation, Configuring logging bridge, Configuring resource detectors",1,Installing instrumentation libraries and plugins,,Did not use,,,Documentation on Asp.Net 4.7 integration
1/29/2025 10:46:07,>1000,Retail,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Java, Javascript/Typescript","Kubernetes, GCP, VMs","Backend, Operations/Infrastructure",4,"Documentation was unclear, Configuring resource detectors, Javascript SDK doesn't support ESM and it's severely lacking maintenance and documentation.",4,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Configuration format is unclear. For example, which pipeline supports which kind of metrics? Can I just ship prometheus metric to Kafka backend?",2,"Documentation was unclear, Installing instrumentation libraries",5 (very difficult),"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor, Data compatibility must be thoroughly documented. Which receivers can ship to which backends etc is very unclear.",Javascript ecosystem is soo behind and not well organized. I guess everyone must be using Java or C# right.
1/29/2025 10:58:04,0-50,Technology,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,"Language implementation documentation page, GitHub",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,".NET, Javascript/Typescript","AWS, AWS serverless environments (Lambda, Fargate, etc.), Azure, VMs","Mobile, Browser, Backend",2,Context Propagation,1,"Configuring SDK, Exporting data",,Not using,,,"Very simple and obvious - the SDK is fine, capturing is as easy as any other alternative. The problem has been and remains that there is no default place to send them where you can see logs, traces & metrics in one UI. The giant void in this system can't be filled by the OSS stovepipes like Grafana or the commercial platforms that lock you in and cost a ton. Just one basic OSS default server to store , correlate and display logs, traces & metrics and the OTEL push at our company would have succeeded. 

""If you teach a man to fish, make sure he has a place to store and cook them or you've just created a stinky new problem. "" - me"
1/29/2025 12:21:55,50-100,Technology,DevOps,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,"Test/Staging, Production",Datadog,"Go, Java, Python","Kubernetes, AWS","Backend, Operations/Infrastructure",2,"Context Propagation, Using Metrics API, Configuring logging bridge",3,Documentation was unclear,1,"Disabling specific instrumentation libraries, Installing instrumentation libraries",3,Using OpenTelemetry Collector Transforming Language (OTTL),Documentation and examples
1/29/2025 13:45:02,100-1000,Retail,Developer,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,".NET, Rust","Kubernetes, Azure, Azure serverless environments (Functions, Azure Container Apps, etc.)","Browser, Backend, Operations/Infrastructure",3,"Context Propagation, Configuring logging bridge",3,"Too many steps required, Installing instrumentation libraries and plugins, Exporting data",,Don’t use,4,"Configuring the receivers, Configuring the connectors","Too much configuration required, especially in the rust sdk "
1/29/2025 15:52:01,0-50,other,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,OpenTelemetry Website,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Java, Rust, Kotlin",Kubernetes,Backend,4,"Enriching auto-generated telemetry, Context Propagation, Configuring resource detectors",2,"Configuring SDK, Installing instrumentation libraries and plugins, Interaction with tracing in rust is unclear (which do what). Not necessarily OpenTelemetry’s fault",2,Debugging,1 (very easy),"Configuring the processors, Configuring the extensions",Documenting the level of support of the vendors that ingest OpenTelemetry data.
1/29/2025 19:39:34,50-100,other,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",AWS ADOT,.NET,"AWS serverless environments (Lambda, Fargate, etc.)",Backend,1,Documentation was unclear,2,Documentation was unclear,1,"Installing instrumentation libraries, Exporting data",4,"Documentation was unclear, Configuring the extensions","Most of the issues were with AWS specific stuff, disabling conflict with xray"
1/29/2025 23:37:28,100-1000,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Java","AWS, AWS serverless environments (Lambda, Fargate, etc.)","Backend, Operations/Infrastructure",2,"Documentation was unclear, Enriching auto-generated telemetry, Too many options for indtrumenting - lacking sane defaults",3,"Documentation was unclear, Configuring SDK, - Java Agent extension docs could be improved. - Go SDK hard to configure (very!)",1,Limiting what's sent. The available environment variables should be better documentet,3,"Documentation was unclear, Using OpenTelemetry Collector Transforming Language (OTTL), Programming in YAML configuration is not ideal.","
- Clear documentation on how to set up a system end to end
- Guide on how to debug which spans, span attributes, and metrics are sent from an application to Otel Collector
- A lot of pages in the Otel docs (both the website and on github) mentions the available config options for features but does not link directly to an overview of them! Every time we need to configure the java agent (say, to drop instrumenting a specific library) we have to spend a lot of time googling
- YAML schema for the otel collector configuration (or if this already exists, link to it in more places!)"
1/29/2025 23:51:23,50-100,other,SRE,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Java, Javascript/Typescript","Kubernetes, AWS","Browser, Backend, Operations/Infrastructure",2,Node,1,Node.js auto-instrumentation is a bit trickier that for java,1,None,2,No issues,Nothing 
1/30/2025 3:47:51,50-100,Finance,Platform Engineering,No,No,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,Javascript/Typescript,"AWS serverless environments (Lambda, Fargate, etc.)","Mobile, Backend, Operations/Infrastructure",4,"Documentation was unclear, Using Tracing API, Configuring resource detectors, There are two many possible combinations of how to configure it. Some vendors are not in sync with the specification.  It's very hard to decide a good best practice. The instrumentation libraries are bloated with a lots of monkey patches and some low quality code.",4,"Documentation was unclear, Configuring SDK, Installing instrumentation libraries and plugins, Debugging, There are two many possible combinations of how to configure it. Some vendors are not in sync with the specification.  It's very hard to decide a good best practice. The instrumentation libraries are bloated with a lots of monkey patches and some low quality code.",4,"Documentation was unclear, The fact that this survey asks very similar questions although for different scopes, confirms the perception that it's hard.",4,"Documentation was unclear, Configuring to export to vendor","- Establish clear best practices and take a firm stance on them.
- Provide well-structured guides on how to start and use the libraries, ensuring a simple yet flexible developer experience (DX).
- Avoid enabling all features by default if they rely on low-quality instrumentation, monkey patching, or similar workarounds.
- Increase outreach efforts: Engage with library authors to embed the OpenTelemetry API directly into their libraries, minimizing the need for monkey patches.
- Stay away from unnecessary complexity: don’t become the next ""Java Enterprise Edition."" Keep it straightforward and avoid excessive indirection.
- It should be crystal clear what needs to be added to a project and why. Developers shouldn't have to go through endless documentation to figure it out.
- Improve documentation by better separating content for end-users and library developers to enhance clarity and usability."
1/31/2025 3:32:00,0-50,Technology,other,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,"Local, Test/Staging, Production",otel/opentelemetry-collector and otel/opentelemetry-collector-k8s,"Java, Javascript/Typescript, PHP","Kubernetes, VMs","Mobile, Browser, Backend, Operations/Infrastructure",3,"Documentation was unclear, Using Metrics API",3,Documentation was unclear,2,Finding what's not discovered and how to easily add it,3,Configuring the extensions,Better more complete Metric API examples with exact results to expect.
2/2/2025 20:43:36,0-50,Technology,Developer,Yes,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Vendor OpenTelemetry SDK,"Local, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Javascript/Typescript",AWS,"Browser, Backend",2,Using Tracing API,2,Configuring SDK,2,Configuring SDK,3,"Configuring the receivers, Configuring the processors",Configuring instrumentation
2/3/2025 2:56:03,0-50,Technology,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,Vendor documentation,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,Erlang/Elixir,Kubernetes,"Browser, Backend",3,"Documentation was unclear, Enriching auto-generated telemetry, Context Propagation, Using Tracing API, Configuring logging bridge, Don't even know what ""resource detectors"" are. Sampling is a bit difficult.",2,"Debugging, Exporting data",2,Installing instrumentation libraries,,,resource detectors
